terms,pos,type,count
대해,Noun,2017,5
대해,Noun,2018,1
대행,Noun,2013,1
대형,Noun,2015,1
대형,Noun,2018,1
대화,Noun,2015,1
대화,Noun,2016,1
더,Noun,2005,2
더,Noun,2007,1
더,Noun,2008,4
더,Noun,2009,1
더,Noun,2011,1
더,Noun,2012,1
더,Noun,2013,2
더,Noun,2014,2
더,Noun,2015,3
더,Noun,2016,1
더,Noun,2017,2
더,Noun,2018,2
더불어,Verb,2009,1
더불어,Verb,2011,1
더욱,Noun,2006,1
더욱,Noun,2007,3
더욱,Noun,2008,1
더욱,Noun,2009,4
더욱,Noun,2012,3
더욱,Noun,2013,1
더욱,Noun,2014,2
더욱,Noun,2015,11
더욱,Noun,2016,3
더욱,Noun,2017,3
더욱,Noun,2018,1
더욱,Noun,2019,2
더욱,Noun,2020,1
더욱더,Noun,2014,1
더하여,Adjective,2014,1
더한,Adjective,2009,1
덕분,Noun,2009,1
덕분,Noun,2016,1
덕분,Noun,2017,1
덕성,Noun,2008,1
덜고,Verb,2019,1
덜어내고,Verb,2020,1
덜어주는,Verb,2018,1
데,Noun,2008,1
데,Noun,2009,3
데,Noun,2013,1
데,Noun,2014,4
데,Noun,2015,2
데,Noun,2016,2
데,Noun,2017,2
데,Noun,2019,1
데,Noun,2020,1
도,Foreign,2005,1
도,Josa,2005,10
도,Josa,2006,4
도,Josa,2007,7
도,Josa,2008,4
도,Josa,2009,8
도,Josa,2010,4
도,Josa,2011,6
도,Josa,2012,6
도,Josa,2013,3
도,Josa,2014,4
도,Josa,2015,9
도,Josa,2016,6
도,Josa,2017,12
도,Josa,2018,6
도,Josa,2019,2
도,Josa,2020,4
도,Noun,2010,1
도,Noun,2012,1
도,Noun,2013,1
도,Noun,2014,1
도덕성,Noun,2012,1
도려내듯,Verb,2006,1
도려내어,Verb,2014,1
도로,Noun,2019,1
도로,Noun,2020,1
도를,Verb,2012,1
도리,Noun,2008,1
도모,Noun,2008,1
도발,Noun,2018,1
도심,Noun,2016,1
도약,Noun,2005,1
도약,Noun,2008,1
도약,Noun,2009,2
도약,Noun,2011,1
도약,Noun,2015,2
도약,Noun,2017,1
도약,Noun,2018,2
도약,Noun,2019,1
도움,Noun,2007,1
도움,Noun,2011,1
도움,Noun,2013,1
도움,Noun,2016,3
도움,Noun,2017,2
도움,Noun,2019,1
도입,Noun,2005,1
도입,Noun,2008,1
도입,Noun,2009,1
도입,Noun,2017,1
도입,Noun,2019,1
도저히,Noun,2012,1
도전,Noun,2007,1
도전,Noun,2009,2
도전,Noun,2015,1
도전,Noun,2016,1
도전,Noun,2017,2
도처,Noun,2015,1
독려,Noun,2019,1
독립,Noun,2005,1
독수리,Noun,2011,1
독일,Noun,2009,1
독일,Noun,2016,1
독일,Noun,2017,1
돈,Noun,2008,1
돈,Noun,2010,2
돈,Noun,2014,1
돈,Noun,2020,1
돈벌이,Noun,2010,1
돌,Noun,2005,1
돌,Noun,2014,1
돌려,Verb,2013,1
돌려야,Verb,2010,1
돌려주어야,Verb,2006,1
돌리는,Verb,2010,1
돌리는,Verb,2011,1
돌아간다는,Verb,2015,1
돌아갈,Verb,2016,1
돌이,Noun,2009,1
돌이킬,Verb,2009,1
돌이킬,Verb,2013,1
동,Modifier,2006,4
동,Modifier,2015,1
동계올림픽,Noun,2018,1
동료,Noun,2012,1
동료,Noun,2016,1
동반,Noun,2012,1
동반,Noun,2018,1
동시,Noun,2015,1
동안,Noun,2005,1
동안,Noun,2009,3
동안,Noun,2011,1
동안,Noun,2013,2
동안,Noun,2018,1
동안,Noun,2019,1
동원,Noun,2010,1
동원,Noun,2014,1
동의,Noun,2014,1
동참,Noun,2006,1
동참,Noun,2013,1
동참,Noun,2014,1
동참,Noun,2016,1
돼,Verb,2015,2
돼야,Verb,2015,3
되,Verb,2007,1
되,Verb,2008,1
되,Verb,2010,2
되,Verb,2011,1
되,Verb,2013,1
되,Verb,2014,1
되,Verb,2015,1
되,Verb,2017,1
되,Verb,2018,1
되게,Adverb,2017,1
되겠다는,Verb,2017,1
되고,Verb,2008,3
되고,Verb,2009,1
되고,Verb,2012,2
되고,Verb,2014,4
되고,Verb,2015,2
되고,Verb,2017,1
되고,Verb,2018,1
되고,Verb,2019,2
되기,Verb,2006,1
되기,Verb,2012,1
되기,Verb,2016,1
되기,Verb,2018,1
되길,Verb,2006,2
되길,Verb,2012,1
되는,Verb,2005,1
되는,Verb,2007,5
되는,Verb,2009,3
되는,Verb,2012,4
되는,Verb,2013,1
되는,Verb,2014,2
되는,Verb,2015,6
되는,Verb,2016,5
되는,Verb,2017,1
되는,Verb,2018,1
되는,Verb,2019,2
되는,Verb,2020,2
되는지를,Verb,2013,1
되도록,Verb,2007,2
되도록,Verb,2008,1
되도록,Verb,2012,1
되도록,Verb,2014,1
되도록,Verb,2015,1
되도록,Verb,2016,1
되도록,Verb,2018,1
되도록,Verb,2019,1
되돌릴,Verb,2019,1
되돌아보고,Verb,2018,1
되돌아보며,Verb,2020,1
되듯이,Verb,2008,1
되리라,Verb,2011,1
되며,Verb,2014,1
되면,Verb,2008,1
되면,Verb,2014,1
되면,Verb,2017,1
되면,Verb,2018,1
되면서,Verb,2007,1
되새기면서,Verb,2015,1
되어,Verb,2007,1
되어,Verb,2008,1
되어,Verb,2009,1
되어,Verb,2013,2
되어,Verb,2014,1
되어,Verb,2016,1
되어,Verb,2018,1
되어야,Verb,2005,5
되어야,Verb,2006,3
되어야,Verb,2007,2
되어야,Verb,2008,3
되어야,Verb,2009,1
되어야,Verb,2010,1
되어야,Verb,2011,4
되어야,Verb,2012,2
되어야,Verb,2013,1
되어야,Verb,2016,1
되어야,Verb,2017,2
되어야,Verb,2018,1
되어야만,Verb,2011,1
되었는지를,Verb,2013,1
되었다,Verb,2009,1
되었다는,Verb,2013,1
되었듯이,Verb,2014,1
되었습니다,Verb,2005,1
되었습니다,Verb,2018,1
되지,Verb,2015,2
되지,Verb,2018,2
되지,Verb,2019,2
되찾기,Verb,2013,1
되찾아,Verb,2013,1
되찾을,Verb,2014,1
된,Verb,2005,1
된,Verb,2006,3
된,Verb,2007,2
된,Verb,2008,5
된,Verb,2009,4
된,Verb,2010,2
된,Verb,2012,3
된,Verb,2014,2
된,Verb,2015,4
된,Verb,2016,3
된,Verb,2017,1
된,Verb,2018,2
된,Verb,2019,2
된,Verb,2020,2
된다는,Verb,2005,1
된다는,Verb,2007,1
된다는,Verb,2017,1
될,Verb,2005,1
될,Verb,2006,7
될,Verb,2007,6
될,Verb,2008,3
될,Verb,2009,4
될,Verb,2011,3
될,Verb,2012,2
될,Verb,2013,6
될,Verb,2014,6
될,Verb,2015,5
될,Verb,2016,3
될,Verb,2017,5
될,Verb,2018,3
될,Verb,2019,2
될,Verb,2020,2
됩니다,Verb,2005,1
됩니다,Verb,2007,1
됩니다,Verb,2008,1
됩니다,Verb,2012,5
됩니다,Verb,2013,2
됩니다,Verb,2016,2
됩니다,Verb,2017,1
됩니다,Verb,2018,5
됩니다,Verb,2020,3
됩시다,Verb,2009,1
두고,Verb,2005,1
두고,Verb,2008,1
두는,Verb,2012,1
두려움,Noun,2006,2
두려움,Noun,2009,1
두려워,Adjective,2012,1
두려워하지,Adjective,2006,1
두어야,Verb,2009,1
두어야,Verb,2012,1
두어야,Verb,2016,1
두었던,Verb,2007,1
두운,Noun,2009,1
둘러싸고,Verb,2014,1
둘러싼,Verb,2005,1
둘러싼,Verb,2012,2
둘러싼,Verb,2014,1
둘째,Noun,2005,1
둘째,Noun,2006,1
둘째,Noun,2007,1
둘째,Noun,2008,1
둘째,Noun,2009,1
둘째,Noun,2012,1
둘째,Noun,2013,1
둘째,Noun,2014,1
둘째,Noun,2015,1
둘째,Noun,2016,1
둘째,Noun,2017,1
둬야,Verb,2015,1
뒤,Noun,2016,1
뒤지지,Verb,2009,1
뒷받침,Noun,2008,1
뒷받침,Noun,2009,1
드는,Verb,2008,1
드러나는,Verb,2015,1
드러나지,Verb,2016,1
드러날,Verb,2014,1
드러났듯이,Verb,2009,1
드려야,Verb,2011,1
드려야,Verb,2014,1
드려야,Verb,2018,1
드리,Verb,2014,2
드리겠습니다,Verb,2020,1
드리고자,Verb,2008,1
드리며,Verb,2015,1
드리우고,Verb,2009,1
드리지,Verb,2013,1
드린,Verb,2016,1
드릴,Noun,2009,1
드릴,Noun,2010,1
드립니다,Verb,2005,1
드립니다,Verb,2009,1
드립니다,Verb,2012,2
드립니다,Verb,2016,2
드립니다,Verb,2017,1
드립니다,Verb,2018,2
드립니다,Verb,2019,3
드립니다,Verb,2020,1
드립시다,Verb,2014,1
든,Josa,2014,1
든든한,Adjective,2010,1
든지,Josa,2014,1
들,Suffix,2005,12
들,Suffix,2006,4
들,Suffix,2007,10
들,Suffix,2008,4
들,Suffix,2009,9
들,Suffix,2010,12
들,Suffix,2011,12
들,Suffix,2012,6
들,Suffix,2013,4
들,Suffix,2014,8
들,Suffix,2015,10
들,Suffix,2016,5
들,Suffix,2017,7
들,Suffix,2018,6
들,Suffix,2019,9
들,Suffix,2020,3
들,Verb,2005,1
들어가,Verb,2011,1
들어가고,Verb,2018,1
들어갑시다,Verb,2014,1
들어선,Verb,2013,1
들어선지,Verb,2014,1
듬뿍,Noun,2015,1
듯이,Noun,2014,1
등,Noun,2005,2
등,Noun,2006,1
등,Noun,2007,1
등,Noun,2008,1
등,Noun,2009,2
등,Noun,2010,1
등,Noun,2012,9
등,Noun,2013,3
등,Noun,2014,3
등,Noun,2015,7
등,Noun,2016,6
등,Noun,2017,11
등,Noun,2018,11
등,Noun,2019,4
등,Noun,2020,3
디딤돌,Noun,2017,1
따뜻하게,Adjective,2005,1
따뜻하고,Adjective,2005,1
따뜻한,Adjective,2005,1
따뜻한,Adjective,2008,1
따뜻한,Adjective,2010,1
따뜻한,Adjective,2014,1
따뜻한,Adjective,2017,1
따라,Verb,2005,3
따라,Verb,2006,2
따라,Verb,2007,2
따라,Verb,2008,1
따라,Verb,2012,2
따라,Verb,2013,1
따라,Verb,2014,1
따라,Verb,2015,3
따라,Verb,2017,4
따라,Verb,2018,1
따라,Verb,2020,1
따라서,Noun,2006,2
따라서,Noun,2012,1
따라서,Noun,2017,1
따라야,Verb,2008,1
따라주어야,Verb,2012,1
따르는,Verb,2020,1
따르면서,Verb,2008,1
따르지,Verb,2007,1
따른,Verb,2014,1
따른,Verb,2017,1
따른,Verb,2020,1
따지지,Verb,2020,1
땅,Noun,2008,2
때,Noun,2005,1
때,Noun,2006,2
때,Noun,2007,2
때,Noun,2008,3
때,Noun,2012,1
때,Noun,2013,3
때,Noun,2014,2
때,Noun,2015,2
때,Noun,2016,3
때,Noun,2017,3
때,Noun,2018,1
때,Noun,2019,2
때,Noun,2020,1
때로는,Noun,2017,1
때문,Noun,2006,1
때문,Noun,2007,2
때문,Noun,2012,2
때문,Noun,2013,2
때문,Noun,2019,2
떠나겠지만,Verb,2014,1
떠오르는,Verb,2006,1
떠올랐고,Verb,2015,1
떠올랐습니다,Verb,2009,1
떠올린다,Verb,2017,1
떳떳하게,Adjective,2017,1
또,Noun,2009,2
또,Noun,2010,1
또다시,Adverb,2014,1
또한,Noun,2005,2
또한,Noun,2006,4
또한,Noun,2007,2
또한,Noun,2008,1
또한,Noun,2009,3
또한,Noun,2010,1
또한,Noun,2011,2
또한,Noun,2012,1
또한,Noun,2013,1
또한,Noun,2014,1
또한,Noun,2015,1
또한,Noun,2018,2
뚫고,Verb,2012,1
뛰는,Verb,2014,1
뜨거운,Adjective,2006,1
뜯어가는,Verb,2010,1
뜻,Noun,2007,1
뜻,Noun,2012,1
뜻,Noun,2013,2
뜻,Noun,2014,1
뜻,Noun,2017,1
뜻,Noun,2020,1
라,Josa,2012,1
라,Josa,2020,1
라고,Josa,2007,1
라고,Josa,2008,1
라고,Josa,2009,1
라고,Josa,2011,1
라고,Josa,2015,1
라고,Josa,2017,2
라고,Josa,2020,1
라는,Josa,2012,1
라는,Josa,2019,1
라는,Josa,2020,2
라도,Josa,2013,1
라도,Josa,2020,1
라드부르흐,Noun,2016,1
란,Noun,2015,1
래야,Noun,2012,1
량,Noun,2017,1
력,Suffix,2010,1
력,Suffix,2012,1
력,Suffix,2014,2
력,Suffix,2016,1
력,Suffix,2017,2
력,Suffix,2018,1
로,Josa,2005,6
로,Josa,2006,4
로,Josa,2007,3
로,Josa,2008,4
로,Josa,2009,9
로,Josa,2011,4
로,Josa,2012,5
로,Josa,2013,4
로,Josa,2014,7
로,Josa,2015,5
로,Josa,2016,1
로,Josa,2017,5
로,Josa,2018,5
로,Josa,2019,4
로,Josa,2020,3
로,Noun,2007,1
로,Noun,2008,1
로는,Josa,2014,1
로부터,Noun,2007,1
로부터,Noun,2010,2
로부터,Noun,2011,1
로부터,Noun,2013,1
로부터,Noun,2016,1
로부터,Noun,2018,1
로부터,Noun,2020,1
로서,Noun,2005,2
로서,Noun,2007,1
로서,Noun,2008,1
로서,Noun,2013,1
로서,Noun,2017,1
로서,Noun,2020,1
로운,Josa,2007,1
로운,Josa,2008,1
롭,Noun,2013,1
롭고,Josa,2007,1
롭고,Josa,2009,1
롭고,Josa,2010,1
롭고,Josa,2014,1
룩,Suffix,2006,1
를,Josa,2005,17
를,Josa,2006,24
를,Josa,2007,18
를,Josa,2008,20
를,Josa,2009,24
를,Josa,2010,16
를,Josa,2011,12
를,Josa,2012,24
를,Josa,2013,30
를,Josa,2014,36
를,Josa,2015,28
를,Josa,2016,27
를,Josa,2017,33
를,Josa,2018,18
를,Josa,2019,19
를,Josa,2020,19
를,Noun,2005,1
를,Noun,2007,1
를,Noun,2008,4
를,Noun,2009,2
를,Noun,2010,1
를,Noun,2014,1
리라,Noun,2010,1
마다,Josa,2008,1
마다,Josa,2009,1
마다,Josa,2013,1
마다,Josa,2020,1
마디,Noun,2013,1
마련,Noun,2005,2
마련,Noun,2007,1
마련,Noun,2008,1
마련,Noun,2012,1
마련,Noun,2017,3
마련,Noun,2018,1
마련,Noun,2019,3
마무리,Noun,2013,1
마비,Noun,2009,1
마비,Noun,2015,1
마약,Noun,2010,1
마음,Noun,2006,2
마음,Noun,2007,1
마음,Noun,2009,2
마음,Noun,2010,1
마음,Noun,2012,2
마음,Noun,2014,2
마음,Noun,2015,1
마음,Noun,2016,1
마음,Noun,2017,1
마음,Noun,2018,1
마음,Noun,2019,1
마음가짐,Noun,2010,1
마음가짐,Noun,2018,1
마음가짐,Noun,2019,2
마음속,Noun,2008,1
마저,Josa,2009,1
마지막,Noun,2005,1
마지막,Noun,2011,1
마지막,Noun,2012,1
마지막,Noun,2013,1
마지막,Noun,2015,1
마지막,Noun,2016,1
마지막,Noun,2019,1
막대,Noun,2006,1
막대,Noun,2015,1
막론,Noun,2013,1
막아내고,Verb,2020,1
막아내야,Verb,2013,1
막중,Noun,2017,1
막혀있는,Verb,2006,1
만,Josa,2006,2
만,Josa,2009,2
만,Josa,2013,1
만,Josa,2016,1
만,Josa,2020,1
만,Noun,2005,1
만,Noun,2009,1
만,Noun,2014,1
만드는,Verb,2009,1
만든,Verb,2017,1
만들겠다는,Verb,2015,1
만들기,Noun,2016,1
만들도록,Verb,2015,1
만들어,Verb,2005,1
만들어,Verb,2007,1
만들어,Verb,2008,1
만들어,Verb,2009,1
만들어,Verb,2015,4
만들어,Verb,2016,1
만들어,Verb,2017,1
만들어,Verb,2018,1
만들어가야,Verb,2006,1
만들어가야,Verb,2019,1
만들어야,Verb,2005,1
만들어야,Verb,2007,3
만들어야,Verb,2008,1
만들어야,Verb,2012,1
만들어야,Verb,2014,1
만들어야,Verb,2016,1
만들지만,Verb,2006,1
만듭니,Noun,2006,1
만듭시,Noun,2008,1
만듭시,Noun,2010,1
만복,Noun,2005,1
만복,Noun,2007,1
만에,Josa,2012,1
만에,Josa,2014,1
만으로는,Josa,2009,1
만으로는,Josa,2017,1
만을,Josa,2008,1
만을,Josa,2016,1
만의,Josa,2013,1
만이,Josa,2012,1
만이,Josa,2013,1
만이,Josa,2019,1
만전,Noun,2005,1
만전,Noun,2006,1
만전,Noun,2007,1
만전,Noun,2012,1
만전,Noun,2014,1
만전,Noun,2015,1
만전,Noun,2016,1
만전,Noun,2017,1
만족,Noun,2007,1
만큼,Josa,2013,1
만큼,Noun,2007,1
만큼,Noun,2012,1
만큼,Noun,2014,3
만큼,Noun,2015,2
만큼,Noun,2017,2
만큼은,Josa,2014,1
많고,Adjective,2015,1
많고,Adjective,2016,1
많아져,Verb,2008,1
많았지만,Adjective,2014,1
많은,Adjective,2006,1
많은,Adjective,2007,3
많은,Adjective,2008,2
많은,Adjective,2009,3
많은,Adjective,2012,2
많은,Adjective,2013,2
많은,Adjective,2015,1
많은,Adjective,2016,2
많은,Adjective,2017,1
많은,Adjective,2018,1
많은,Adjective,2019,1
많을,Adjective,2016,1
많을,Adjective,2019,1
많이,Adverb,2005,1
많이,Adverb,2009,1
많이,Adverb,2010,1
많이,Adverb,2011,1
많이,Adverb,2013,2
많이,Adverb,2014,2
많이,Adverb,2015,1
많이,Adverb,2016,2
많이,Adverb,2018,1
많이,Adverb,2019,1
많이,Adverb,2020,1
많지,Adjective,2016,1
말,Noun,2005,1
말,Noun,2006,1
말,Noun,2008,1
말,Noun,2009,2
말,Noun,2012,2
말,Noun,2013,1
말,Noun,2014,1
말,Noun,2016,1
말,Noun,2017,1
말고,Josa,2010,1
말고,Josa,2014,1
말씀,Noun,2005,1
말씀,Noun,2007,1
말씀,Noun,2008,1
말씀,Noun,2009,1
말씀,Noun,2013,2
말씀,Noun,2018,1
말씀,Noun,2019,1
말씀,Noun,2020,2
말씀드려,Verb,2013,1
말씀드리겠습니다,Verb,2015,1
말씀드리겠습니다,Verb,2016,1
말씀드리고자,Verb,2009,1
말씀드리고자,Verb,2012,1
말씀드리면서,Verb,2014,1
말씀드리지만,Verb,2013,1
말씀드린,Verb,2006,1
말씀드린,Verb,2014,1
말아야,Verb,2005,1
말아야,Verb,2018,1
맙시,Noun,2011,1
망,Noun,2005,1
망,Noun,2014,1
망라,Noun,2007,1
맞게,Verb,2008,1
맞는,Verb,2008,1
맞는,Verb,2009,1
맞는,Verb,2017,2
맞대고,Verb,2012,1
맞대고,Verb,2013,1
맞도록,Verb,2008,1
맞서,Verb,2005,1
맞서,Verb,2012,1
맞서야,Verb,2010,1
맞설,Verb,2005,1
맞아,Verb,2005,2
맞아,Verb,2009,1
맞아,Verb,2014,1
맞아,Verb,2016,1
맞아,Verb,2019,1
맞은,Verb,2014,1
맞이,Noun,2010,1
맞이,Noun,2011,1
맞이,Noun,2012,1
맞이,Noun,2013,1
맞이,Noun,2015,1
맞추어,Verb,2017,1
맡겨,Verb,2007,1
맡겨진,Verb,2020,2
맡긴,Verb,2020,1
맡은,Verb,2005,1
맡은,Verb,2014,1
맡은,Verb,2015,2
맡은,Verb,2016,1
맡은,Verb,2018,1
매,Noun,2009,1
매년,Noun,2012,1
매뉴얼,Noun,2017,1
매서운,Verb,2013,1
매서워,Verb,2007,1
매우,Noun,2012,1
매우,Noun,2013,1
매우,Noun,2016,2
매우,Noun,2017,1
매진,Noun,2006,1
맹자,Noun,2014,1
머리,Noun,2012,1
머리,Noun,2013,1
머리,Noun,2016,1
머무를,Verb,2016,1
먼저,Noun,2005,1
먼저,Noun,2006,1
먼저,Noun,2007,1
먼저,Noun,2008,1
먼저,Noun,2011,1
먼저,Noun,2013,2
먼저,Noun,2016,2
먼저,Noun,2017,1
멈출,Verb,2020,1
메스,Noun,2006,1
메워,Verb,2011,1
메워질,Verb,2014,1
며,Josa,2016,1
면,Josa,2013,1
면,Josa,2019,1
면,Noun,2014,1
면밀한,Adjective,2014,1
면밀히,Adjective,2014,1
면서,Noun,2015,1
면서,Noun,2018,1
명,Noun,2005,1
명,Noun,2007,1
명,Noun,2009,2
명,Noun,2013,1
명,Noun,2016,1
명,Noun,2017,2
명,Noun,2019,1
명감,Noun,2016,1
명감,Noun,2017,1
명실,Noun,2007,1
명실,Noun,2017,1
명예,Noun,2007,1
명예,Noun,2010,1
명예,Noun,2013,2
명예,Noun,2014,2
명예,Noun,2015,2
명의,Noun,2006,1
명제,Noun,2008,1
명치,Noun,2007,1
명확한,Adjective,2007,1
명확히,Adjective,2015,1
몇,Noun,2008,1
몇,Noun,2009,1
몇,Noun,2012,1
몇,Noun,2013,1
몇,Noun,2014,1
몇,Noun,2015,1
몇,Noun,2016,1
몇몇,Noun,2015,1
모,Modifier,2008,1
모,Modifier,2014,1
모,Modifier,2015,1
모,Modifier,2018,1
모,Modifier,2019,1
모니터링,Noun,2005,1
모두,Noun,2005,2
모두,Noun,2006,3
모두,Noun,2007,2
모두,Noun,2008,4
모두,Noun,2009,4
모두,Noun,2010,2
모두,Noun,2012,7
모두,Noun,2013,5
모두,Noun,2014,6
모두,Noun,2015,6
모두,Noun,2016,5
모두,Noun,2017,5
모두,Noun,2018,1
모두,Noun,2019,2
모두,Noun,2020,2
모든,Noun,2005,1
모든,Noun,2006,1
모든,Noun,2009,1
모든,Noun,2010,1
모든,Noun,2011,1
모든,Noun,2012,1
모든,Noun,2013,2
모든,Noun,2014,3
모든,Noun,2015,3
모든,Noun,2016,1
모든,Noun,2017,1
모든,Noun,2020,2
모럴,Noun,2009,1
모르는,Verb,2005,1
모르는,Verb,2008,1
모범,Noun,2014,1
모색,Noun,2018,1
모습,Noun,2005,1
모습,Noun,2008,1
모습,Noun,2009,1
모습,Noun,2010,2
모습,Noun,2011,1
모습,Noun,2014,1
모습,Noun,2017,4
모습,Noun,2018,1
모아,Verb,2005,1
모아,Verb,2007,2
모아,Verb,2014,1
모아,Verb,2015,1
모아,Verb,2019,1
모아주시기,Verb,2008,1
모았습니다,Verb,2019,1
모여,Verb,2016,1
모으는,Verb,2016,1
모으는,Verb,2020,1
모은,Verb,2016,1
모은다면,Verb,2018,1
모읍시다,Verb,2013,1
모읍시다,Verb,2014,1
모이는,Verb,2012,1
모임,Noun,2005,1
모임,Noun,2008,1
모입니다,Verb,2011,1
모자람이,Verb,2020,1
모처럼,Noun,2008,1
모토로,Noun,2018,1
모험,Noun,2006,1
목격,Noun,2015,1
목도,Noun,2012,1
목소리,Noun,2005,1
목소리,Noun,2014,1
목소리,Noun,2018,1
목소리,Noun,2019,1
목숨,Noun,2013,1
목적,Noun,2007,1
목표,Noun,2012,1
목표,Noun,2016,1
목표,Noun,2018,1
몫,Noun,2006,1
몰아치는,Verb,2017,1
몸,Noun,2012,1
몸소,Noun,2018,1
못,Noun,2005,1
못,Noun,2013,2
못,Noun,2014,1
못,Noun,2015,1
못,VerbPrefix,2005,1
못,VerbPrefix,2011,2
못,VerbPrefix,2012,1
못,VerbPrefix,2015,1
못,VerbPrefix,2016,2
못,VerbPrefix,2018,1
못,VerbPrefix,2020,1
무거운,Adjective,2013,1
무거운,Adjective,2020,1
무겁게,Adjective,2013,1
무고,Noun,2010,1
무관,Noun,2014,1
무력,Noun,2008,1
무르,Noun,2011,1
무리한,Adjective,2008,1
무색,Noun,2014,1
무섭고,Adjective,2010,1
무수,Noun,2013,1
무술년,Noun,2018,1
무시,Noun,2008,1
무시,Noun,2015,1
무시,Noun,2016,1
무실,Verb,2016,2
무심코,Noun,2007,1
무언가,Noun,2015,1
무엇,Noun,2006,1
무엇,Noun,2007,1
무엇,Noun,2009,1
무엇,Noun,2013,1
무엇,Noun,2014,1
무엇,Noun,2015,5
무엇,Noun,2016,2
무엇,Noun,2017,1
무엇,Noun,2019,2
무역,Noun,2012,1
무죄판결,Noun,2018,1
무책임하고,Adjective,2015,1
무효,Noun,2014,1
묵묵히,Adjective,2005,1
묵묵히,Adjective,2008,1
묵묵히,Adjective,2009,1
묵묵히,Adjective,2011,1
묵묵히,Adjective,2020,2
묶어주는,Verb,2014,1
문,Modifier,2005,2
문,Modifier,2018,1
문관,Noun,2019,1
문란해지고,Adjective,2007,1
문수사,Noun,2017,1
문의,Noun,2013,1
문제,Noun,2006,1
문제,Noun,2008,1
문제,Noun,2009,1
문제,Noun,2014,1
문제,Noun,2015,7
문제,Noun,2018,2
문제점,Noun,2017,1
문호,Noun,2009,1
문화,Noun,2005,1
문화,Noun,2006,6
문화,Noun,2007,1
문화,Noun,2008,1
문화,Noun,2012,1
문화,Noun,2014,1
문화,Noun,2015,3
문화,Noun,2016,1
문화,Noun,2017,3
문화,Noun,2018,1
문화,Noun,2020,2
물,Noun,2005,1
물,Noun,2016,1
물결,Noun,2005,1
물론,Adverb,2006,2
물론,Adverb,2007,1
물론,Adverb,2012,2
물론,Adverb,2014,2
물론,Adverb,2017,1
물론,Adverb,2019,1
물어,Noun,2013,1
미국,Noun,2009,1
미덕,Noun,2017,1
미래,Noun,2005,2
미래,Noun,2006,3
미래,Noun,2007,1
미래,Noun,2008,1
미래,Noun,2009,2
미래,Noun,2011,2
미래,Noun,2012,1
미래,Noun,2013,1
미래,Noun,2014,1
미래,Noun,2017,1
미래,Noun,2018,2
미리,Noun,2011,1
미사일,Noun,2013,1
미소,Noun,2009,1
미쳐,Adjective,2012,1
미치는,Adjective,2018,1
미치지,Adjective,2015,1
미칠,Adjective,2014,1
미흡했던,Adjective,2015,1
민간,Noun,2015,1
민생,Noun,2005,2
민생,Noun,2014,1
민생,Noun,2015,1
민생,Noun,2016,1
민생,Noun,2017,2
민생,Noun,2018,1
민생,Noun,2020,1
민원,Noun,2017,2
민의,Noun,2017,1
민주,Noun,2009,1
민주,Noun,2012,1
민주,Noun,2015,1
민주주의,Noun,2006,1
민주주의,Noun,2007,2
민주주의,Noun,2009,1
민주주의,Noun,2015,1
민주주의,Noun,2017,2
민주주의,Noun,2019,1
민주주의,Noun,2020,1
민주화,Noun,2012,1
민화,Noun,2010,1
믿고,Verb,2009,1
믿고,Verb,2017,1
믿습니다,Verb,2007,1
믿습니다,Verb,2010,1
믿습니다,Verb,2011,1
믿습니다,Verb,2015,1
믿음,Noun,2015,1
믿음,Noun,2016,1
및,Noun,2008,2
및,Noun,2012,2
및,Noun,2017,1
및,Noun,2018,1
바,Noun,2005,1
바,Noun,2014,1
바,Noun,2016,2
바꾸고,Verb,2005,1
바꾸고,Verb,2006,1
바꾸어,Verb,2009,1
바꾸어야,Verb,2012,1
바꿔,Verb,2014,1
바뀌어도,Verb,2011,1
바뀌었습니다,Verb,2008,1
바뀌었습니다,Verb,2011,1
바다,Noun,2017,1
바닷가,Noun,2012,1
바라는,Verb,2006,1
바라는,Verb,2014,1
바라는,Verb,2017,1
바라보며,Verb,2020,1
바람,Noun,2017,1
바람직한,Adjective,2013,1
바람직한,Adjective,2018,1
바랍니다,Verb,2005,1
바랍니다,Verb,2006,2
바랍니다,Verb,2007,1
바랍니다,Verb,2008,2
바랍니다,Verb,2009,7
바랍니다,Verb,2010,2
바랍니다,Verb,2011,1
바랍니다,Verb,2012,2
바랍니다,Verb,2014,2
바랍니다,Verb,2015,1
바랍니다,Verb,2016,2
바랍니다,Verb,2017,7
바랍니다,Verb,2018,4
바랍니다,Verb,2019,2
바랍니다,Verb,2020,1
바로,Noun,2006,1
바로,Noun,2010,1
바로,Noun,2013,1
바로,Noun,2014,2
바로,Noun,2015,2
바로,Noun,2017,1
바르게,Noun,2017,2
바르고,Verb,2010,1
바르고,Verb,2013,1
바르고,Verb,2014,1
바르고,Verb,2015,1
바른,Verb,2009,4
바른,Verb,2016,1
바른,Verb,2017,2
바른,Verb,2018,1
바른,Verb,2019,1
바른길,Noun,2020,1
바쳐,Verb,2013,2
바쳐,Verb,2014,1
바쳐,Verb,2015,1
바탕,Noun,2005,1
바탕,Noun,2007,2
바탕,Noun,2009,1
바탕,Noun,2015,1
바탕,Noun,2016,1
바탕,Noun,2020,1
박차,Noun,2007,1
박차,Noun,2009,1
박탈,Noun,2005,1
밖,Noun,2010,1
반,Modifier,2014,2
